target,is_binary,n_features,features,holdout_score,n_train,n_test,metric,split
tgt_tail_event_5,True,20,"market_temperature, trade_rate_std, volume_per_second_std, wave_energy, eigen_ratio_z, chebyshev_distance, inter_trade_std_z, max_down_sweep_z, max_up_sweep, path_length_over_range, max_sell_run, vol_of_vol_z, monotonicity_score, vol_price_feedback_z, max_up_sweep_z, wavelet_energy_s5, max_drawdown, kinetic_energy, potential_energy, burstiness",0.28049136321195156,3132,540,AUC_dev,2
tgt_vol_expansion_10,True,20,"market_temperature, trade_rate_std, volume_per_second_std, wave_energy, eigen_ratio_z, chebyshev_distance, max_up_sweep, inter_trade_std_z, max_down_sweep_z, vol_of_vol_z, max_up_sweep_z, burstiness, potential_energy, vol_price_feedback_z, monotonicity_score, trade_time_entropy, max_drawdown, kinetic_energy, path_length_over_range, atr_change_pct_14",0.3699646059137045,3132,540,AUC_dev,2
tgt_vol_expansion_5,True,20,"market_temperature, trade_rate_std, volume_per_second_std, wave_energy, chebyshev_distance, eigen_ratio_z, inter_trade_std_z, vol_price_feedback_z, vol_of_vol_z, max_down_sweep_z, max_up_sweep, monotonicity_score, potential_energy, wavelet_energy_s5, burstiness, kinetic_energy, trade_time_entropy, max_drawdown, path_length_over_range, atr_change_pct_14",0.30078955781981953,3132,540,AUC_dev,2
tgt_adverse_selection_1,True,9,"is_swing_low, is_swing_high, vwap_gravity, total_energy, atr_5, fib_vol_ratio, choch_net_z, vpin, taylor_complexity_z",0.05262002743484229,3672,540,AUC_dev,3
tgt_adverse_selection_3,True,4,"breakout_down_bps_5_z, avg_surprise_z, is_swing_high, taylor_price_a1_z",0.06445347352816022,3672,540,AUC_dev,3
tgt_adverse_selection_5,True,12,"temperature_change_z, te_price_to_volume_z, hilbert_mean_freq, price_curvature_z, intracandle_reversal_z, ew_vol_exhaustion_z, te_price_to_volume, gap_fill_rate_10, is_swing_high, side_sequence_entropy_z, vol_price_feedback_z, burstiness",0.028449140548784668,3672,540,AUC_dev,3
tgt_alpha_1,False,5,"is_swing_low, is_swing_high, resistance_touches_20, dist_to_resistance_20_bps, support_touches_20",0.15588300507550623,3672,540,R2,3
tgt_alpha_3,False,3,"resistance_touches_20, dist_to_resistance_20_bps, support_touches_20",0.04401728206710476,3672,540,R2,3
tgt_alpha_5,False,4,"resistance_touches_20, dist_to_resistance_20_bps, support_touches_20, breakout_net_10",0.0468419733292218,3672,540,R2,3
tgt_autocorr_break_5,True,20,"avg_body_ratio_5, atr_5_z, avg_lower_wick_5, ob_supply_count_10, atr_5, atr_14_z, graph_edge_density_z, fvg_bearish_count_10, range_compression_5, avg_upper_wick_5, standing_wave_ratio_z, post_shock_pause_ratio, fib_wave_avg_dist, convex_hull_area, liq_void_count_10_z, lz_complexity, atr_percentile_20, liq_pool_below_10_z, inside_bar, post_shock_pause_ratio_z",0.05498274016792526,3672,540,AUC_dev,3
tgt_best_side_1,True,20,"is_swing_low, is_swing_high, standing_wave_ratio_z, dist_to_support_5_bps, trade_pct_q1, dist_to_support_10_bps, gap_fill_rate_10_z, avg_buy_size_z, taylor_rate_a2, hilbert_mean_freq, fib_time_vol_surprise_z, size_imbalance, time_to_high_pct, wavelet_energy_s2_z, trade_size_iqr, eigen_ratio_z, ew_impulse_detected, auction_clearing_speed_z, ofi_shift, fib_wave_ratio_count_z",,3672,540,AUC_dev,3
tgt_best_side_3,True,20,"is_swing_low, hilbert_std_amplitude, vpin, trade_size_iqr, session_asia, dist_to_resistance_20_bps, total_energy, monotonicity_score, kinetic_energy, avg_buy_size, market_temperature, flash_event_count, avg_buy_size_z, max_drawup, gap_abs_bps_z, max_drawdown, support_touches_20, dist_to_resistance_5_bps, low, is_swing_high",0.02219040801717964,3672,540,AUC_dev,3
tgt_best_side_5,True,20,"low, hilbert_std_amplitude, trade_size_iqr, stop_hunt_up_score_z, max_drawdown, zero_crossing_rate, total_energy, market_pressure, heat_capacity, market_temperature, max_drawup, gap_fill_rate_10, hilbert_mean_amplitude_z, dist_to_resistance_5_bps, is_swing_low, median_trade_size_z, flash_event_count, avg_buy_size, is_swing_high, hurst_exponent",-0.008792805257696323,3672,540,AUC_dev,3
tgt_breakout_any_10,True,20,"sunflower_score_z, wave_energy, atr_change_pct_14, monotonicity_score, burstiness, trade_rate_std, market_temperature, trade_rate_std_z, cvd_range, trade_time_entropy, max_drawup, quartile_vol_ratio, flash_event_count, max_drawdown, arrival_time_kurtosis, carrying_capacity_ratio, disposition_effect_z, max_down_sweep, eigen_ratio_z, max_buy_run",0.24803738317757007,3672,540,AUC_dev,3
tgt_breakout_any_3,True,20,"wave_energy, trade_rate_std, burstiness, sunflower_score_z, market_temperature, trade_rate_std_z, trade_time_entropy, kinetic_energy, atr_change_pct_14, max_drawdown, max_drawup, cvd_range, monotonicity_score, taylor_rate_r2, total_energy, quartile_vol_ratio, carrying_capacity_ratio, flash_event_count, flash_event_count_z, max_up_sweep_z",0.23674973674973676,3672,540,AUC_dev,3
tgt_breakout_any_5,True,20,"atr_change_pct_14, sunflower_score_z, trade_rate_std, wave_energy, trade_rate_std_z, trade_time_entropy, burstiness, market_temperature, flash_event_count_z, cvd_range, max_drawup, taylor_rate_r2, kinetic_energy, quartile_vol_ratio, sweep_count_z, max_up_sweep_z, max_drawdown, eigen_ratio_z, fib_intertime_ratio_pct, disposition_effect_z",0.2618867924528302,3672,540,AUC_dev,3
tgt_breakout_down_10,True,20,"close_to_fair_price_bps_z, max_drawup, ew_net_direction_z, time_to_high_pct, dist_to_support_5_bps, is_swing_low, cvd_close_vs_range, breakout_up_bps_5_z, large_buy_pct, sunflower_score_z, dist_to_support_10_bps, total_energy, wave_energy, burstiness, golden_ratio_composite, dist_to_resistance_10_bps_z, panic_sell_ratio, trade_rate_std_z, monotonicity_score, fair_value_change_bps_z",0.2625588697017267,3672,540,AUC_dev,3
tgt_breakout_down_3,True,20,"close_to_fair_price_bps_z, max_drawup, ew_net_direction_z, time_to_high_pct, dist_to_support_5_bps, is_swing_low, cvd_close_vs_range, large_buy_pct, net_tick_direction, dist_to_support_10_bps, panic_sell_ratio, fair_value_change_bps_z, golden_ratio_composite, aggression_imbalance, burstiness, cvd_max, dist_to_resistance_5_bps, wave_energy, ofi_persistence_z, first_half_return",0.31329637271424304,3672,540,AUC_dev,3
tgt_breakout_down_5,True,20,"close_to_fair_price_bps_z, max_drawup, ew_net_direction_z, time_to_high_pct, dist_to_support_5_bps, is_swing_low, cvd_close_vs_range, large_buy_pct, breakout_up_bps_5_z, dist_to_support_10_bps, wave_energy, total_energy, panic_sell_ratio, burstiness, dist_to_resistance_10_bps_z, sunflower_score_z, monotonicity_score, fair_value_change_bps_z, aggression_imbalance, golden_ratio_composite",0.2963089542036911,3672,540,AUC_dev,3
tgt_breakout_up_10,True,20,"close_to_fair_price_bps_z, ew_net_direction_z, max_drawdown, dist_to_resistance_10_bps_z, time_to_high_pct, is_swing_high, cvd_close_vs_range, dist_to_resistance_5_bps, large_buy_pct, cvd_range, fair_value_change_bps_z, net_tick_direction, dist_to_support_5_bps, trade_rate_std, sunflower_score_z, golden_ratio_composite, trade_rate_std_z, atr_change_pct_14, breakout_down_bps_5_z, ll_streak_z",0.3283361486486486,3672,540,AUC_dev,3
tgt_breakout_up_3,True,20,"close_to_fair_price_bps_z, ew_net_direction_z, max_drawdown, time_to_high_pct, cvd_close_vs_range, is_swing_high, large_buy_pct, dist_to_resistance_5_bps, dist_to_resistance_10_bps_z, dist_to_support_5_bps, fair_value_change_bps_z, ofi_persistence_z, golden_ratio_composite, first_half_return, aggression_imbalance, vol_asymmetry, response_asymmetry, net_tick_direction, cvd_range, dist_to_support_10_bps",0.36465169394746866,3672,540,AUC_dev,3
tgt_breakout_up_5,True,20,"close_to_fair_price_bps_z, ew_net_direction_z, max_drawdown, time_to_high_pct, cvd_close_vs_range, large_buy_pct, dist_to_resistance_10_bps_z, dist_to_resistance_5_bps, is_swing_high, net_tick_direction, fair_value_change_bps_z, golden_ratio_composite, dist_to_support_5_bps, cvd_range, first_half_return, aggression_imbalance, vol_asymmetry, response_asymmetry, dist_to_support_10_bps, ofi_persistence_z",0.33611720574704507,3672,540,AUC_dev,3
tgt_consolidation_3,True,20,"wave_energy, kinetic_energy, trade_rate_std, sunflower_score_z, trade_rate_std_z, atr_change_pct_14, market_temperature, cvd_range, total_energy, burstiness, monotonicity_score, max_drawup, trade_time_entropy, convex_hull_area, max_drawdown, sweep_count_z, max_up_sweep_z, taylor_rate_r2, eigen_ratio_z, max_down_sweep",0.31903983549075954,3672,540,AUC_dev,3
tgt_consolidation_5,True,20,"wave_energy, atr_change_pct_14, trade_rate_std, kinetic_energy, sunflower_score_z, trade_rate_std_z, market_temperature, total_energy, cvd_range, burstiness, monotonicity_score, trade_time_entropy, max_drawup, max_drawdown, sweep_count_z, flash_event_count_z, max_up_sweep_z, flash_event_count, convex_hull_area, roll_spread",0.3146534653465347,3672,540,AUC_dev,3
tgt_crash_10,True,20,"market_temperature, trade_rate_std, wave_energy, trade_rate_std_z, sunflower_score_z, cvd_range, sweep_count_z, eigen_ratio_z, max_down_sweep, max_sell_run, roll_spread, burstiness, max_up_sweep_z, max_drawdown, total_energy, monotonicity_score, vol_of_vol_z, trade_time_entropy, kinetic_energy, path_length_over_range",0.23795031495505703,3672,540,AUC_dev,3
tgt_crash_3,True,20,"market_temperature, trade_rate_std, trade_rate_std_z, burstiness, wave_energy, roll_spread, sweep_count_z, max_drawdown, max_down_sweep, cvd_range, eigen_ratio_z, trade_time_entropy, vol_price_feedback_z, sunflower_score_z, max_up_sweep_z, vol_of_vol_z, max_sell_run, taylor_rate_r2, total_energy, monotonicity_score",0.17726900004315738,3672,540,AUC_dev,3
tgt_crash_5,True,20,"market_temperature, trade_rate_std, wave_energy, trade_rate_std_z, sunflower_score_z, cvd_range, roll_spread, burstiness, max_drawdown, eigen_ratio_z, max_sell_run, sweep_count_z, monotonicity_score, max_down_sweep, total_energy, max_up_sweep_z, trade_time_entropy, atr_change_pct_14, vol_of_vol_z, vol_price_feedback_z",0.17878915282741215,3672,540,AUC_dev,3
tgt_fill_prob_long_1,True,20,"hilbert_std_freq, lh_count_5, upper_wick_ratio_z, ew_net_direction_z, lh_count_10, fib_proximity, response_asymmetry, side_sequence_entropy, micro_fear_greed_z, dist_to_resistance_10_bps_z, temperature_change_z, size_imbalance, wavelet_energy_s2_z, liq_pool_above_20_z, ew_vol_exhaustion_z, first_half_return, contrarian_ratio, ll_streak_z, avg_surprise_z, vpin",,3672,540,AUC_dev,3
tgt_fill_prob_long_3,True,20,"ll_streak_z, size_imbalance, aggression_imbalance, wavelet_energy_s2_z, response_asymmetry, side_sequence_entropy, resistance_touches_20_z, kyle_lambda, fair_value_change_bps_z, hilbert_std_freq, avg_surprise_z, vpin, lh_count_5, lh_count_10, price_acceleration_z, ew_vol_exhaustion_z, breakout_up_bps_5_z, donchian_width_bps_20, size_gini_z, fib_proximity",,3672,540,AUC_dev,3
tgt_fill_prob_short_1,True,20,"disposition_effect_z, high_volume_node_pct_z, time_to_high_pct, dominant_freq_z, dist_to_support_5_bps, ew_impulse_quality, hilbert_std_amplitude, taylor_asymmetry_curvature_ratio_z, ew_correction_quality_z, lower_high, avg_surprise_z, vwap_spread_bps, volume_autocorr, hilbert_std_freq, resistance_touches_10_z, fvg_bullish_size_bps_z, donchian_width_bps_10_z, mi_side_return_z, ew_wave_symmetry, fractal_dimension_z",,3672,540,AUC_dev,3
tgt_fill_prob_short_3,True,20,"time_to_high_pct, disposition_effect_z, high_volume_node_pct_z, vwap_spread_bps, price_dipole, fvg_bullish_size_bps_z, pv_principal_angle, fib_time_vol_surprise_z, volume_profile_skew, taylor_ofi_a3_z, ew_correction_quality_z, mi_side_return, ew_wave_symmetry, lower_high, dominant_freq_z, ew_vol_exhaustion_z, liq_sweep_count_10, taylor_asymmetry_curvature_ratio_z, dist_to_support_5_bps, bos_bearish_count_5",,3672,540,AUC_dev,3
tgt_fill_prob_short_5,True,20,"time_to_high_pct, disposition_effect_z, high_volume_node_pct_z, vwap_spread_bps, price_dipole, fvg_bullish_size_bps_z, pv_principal_angle, fib_time_vol_surprise_z, volume_profile_skew, taylor_ofi_a3_z, ew_correction_quality_z, mi_side_return, ew_wave_symmetry, lower_high, dominant_freq_z, ew_vol_exhaustion_z, liq_sweep_count_10, taylor_asymmetry_curvature_ratio_z, dist_to_support_5_bps, bos_bearish_count_5",,3672,540,AUC_dev,3
tgt_liquidation_cascade_3,True,20,"trade_rate_std, market_temperature, max_down_sweep, wave_energy, trade_rate_std_z, burstiness, hour_sin, cvd_range, eigen_ratio_z, trade_time_entropy, session_asia, max_drawdown, max_sell_run, max_buy_run, sweep_count_z, vol_price_feedback_z, taylor_rate_r2, roll_spread, vol_of_vol_z, post_shock_size_ratio",0.188508064516129,3672,540,AUC_dev,3
tgt_liquidation_cascade_5,True,20,"trade_rate_std, market_temperature, wave_energy, max_down_sweep, cvd_range, burstiness, max_sell_run, trade_rate_std_z, max_drawdown, monotonicity_score, total_energy, eigen_ratio_z, donchian_width_bps_20, atr_change_pct_14, trade_time_entropy, path_length_over_range, roll_spread, vol_price_feedback_z, flash_event_count, atr_5",0.18297486076494662,3672,540,AUC_dev,3
tgt_mean_reversion_5,True,20,"high_volume_node_pct_z, time_to_high_pct, vwap_spread_bps, liq_sweep_count_10, fvg_bullish_size_bps_z, mi_side_return, taylor_ofi_a3_z, taylor_asymmetry_curvature_ratio_z, gap_abs_bps_z, dominant_freq_z, avg_surprise_z, support_touches_20, flash_event_pct, dist_to_support_5_bps, mi_side_return_z, fib_swing_count_z, ew_correction_quality_z, herding_ratio_z, resistance_touches_10_z, side_sequence_entropy",,3672,540,AUC_dev,3
tgt_mid_reversion_1,True,20,"hilbert_std_freq, roll_spread, ew_correction_quality_z, side_sequence_entropy, avg_surprise_z, taylor_asymmetry_curvature_ratio_z, response_asymmetry, avg_lower_wick_5, fib_intertime_ratio_pct, fractal_dimension, te_volume_to_price_z, temperature_change_z, flash_event_pct, hilbert_std_freq_z, trade_rate_decay_z, binding_energy_z, vwap_spread_bps, ew_impulse_quality, eigen_ratio_z, liq_sweep_count_10",,3672,540,AUC_dev,3
tgt_mid_reversion_3,True,20,"avg_surprise_z, hilbert_std_freq, side_sequence_entropy, vwap_spread_bps, response_asymmetry, disposition_effect_z, hilbert_std_freq_z, mi_side_return_z, wavelet_energy_s2_z, return_reversal_z, roll_spread, ew_correction_quality_z, size_imbalance, eigen_ratio_z, graph_asymmetry, binding_energy_z, session_europe, size_gini_z, hour_sin, value_area_overlap_pct",,3672,540,AUC_dev,3
tgt_optimal_action_5,True,20,"atr_14_z, atr_percentile_20, atr_20_z, dow_sin, flash_event_pct, avg_body_ratio_5, hilbert_amp_freq_corr_z, breakout_down_bps_5_z, liq_void_up_bps_z, predator_follows_prey, stackelberg_buy_leader, taylor_price_r2, ew_last_wave_pct, avg_lower_wick_5, choch_count_5_z, taylor_ofi_r2, bearish_patterns_5, response_asymmetry, donchian_width_bps_20, burstiness",,3672,540,AUC_dev,3
tgt_profitable_long_1,True,20,"is_swing_low, is_swing_high, low, dist_to_resistance_5_bps, dist_to_resistance_20_bps, pattern_bias_5, price_dipole, max_drawdown, dist_to_support_10_bps, session_europe, overlap_asia_europe, hurst_exponent, hour_sin, stackelberg_buy_leader, fib_swing_count_z, close_to_fair_price_bps_z, auction_clearing_speed_z, burstiness, dist_to_support_5_bps, market_force_z",0.17081752707680464,3672,540,AUC_dev,3
tgt_profitable_long_10,True,20,"low, trade_size_iqr, hilbert_std_amplitude, resistance_touches_20, gap_fill_rate_10, predator_prey_ratio, breakout_up_bps_5_z, market_pressure, stop_hunt_up_score_z, liq_void_down_bps_z, avg_buy_size, fib_wave_avg_dist_z, flash_event_count, graph_edge_density_z, dist_to_resistance_20_bps, fvg_bearish_count_10, total_energy, max_drawdown, size_gini, is_swing_high",0.03776115875950459,3672,540,AUC_dev,3
tgt_profitable_long_3,True,20,"low, is_swing_low, hilbert_std_amplitude, burstiness, hour_sin, is_swing_high, max_drawdown, session_asia, stop_hunt_up_score_z, vpin, dist_to_resistance_5_bps, support_touches_20, market_pressure, predator_prey_ratio, dist_to_resistance_20_bps, monotonicity_score, hilbert_mean_amplitude_z, total_energy, fvg_bearish_count_10, market_temperature",0.12387005064933265,3672,540,AUC_dev,3
tgt_profitable_long_5,True,20,"low, trade_size_iqr, hilbert_std_amplitude, is_swing_low, is_swing_high, stop_hunt_up_score_z, max_drawdown, total_energy, heat_capacity, dist_to_resistance_20_bps, dist_to_resistance_5_bps, monotonicity_score, market_pressure, vpin, market_temperature, max_drawup, gap_fill_rate_10, median_trade_size_z, kinetic_energy, range_compression_5",0.08834377946641525,3672,540,AUC_dev,3
tgt_profitable_short_1,True,20,"is_swing_low, is_swing_high, low, dist_to_resistance_5_bps, dist_to_resistance_20_bps, dist_to_support_10_bps, pattern_bias_5, dist_to_support_5_bps, session_europe, hour_sin, close_to_fair_price_bps_z, auction_clearing_speed_z, bearish_patterns_5, overlap_asia_europe, market_force_z, fib_swing_count_z, lower_wick_ratio, hilbert_std_amplitude, breakout_net_10, price_acceleration_z",0.18263736263736274,3672,540,AUC_dev,3
tgt_profitable_short_10,True,20,"low, trade_size_iqr, hilbert_std_amplitude, resistance_touches_20, predator_prey_ratio, breakout_up_bps_5_z, gap_fill_rate_10, stop_hunt_up_score_z, liq_void_down_bps_z, market_pressure, graph_edge_density_z, dist_to_resistance_20_bps, flash_event_count, size_gini, fvg_bearish_count_10, total_energy, is_swing_low, breakout_net_10, max_drawdown, is_swing_high",0.04807546336548951,3672,540,AUC_dev,3
tgt_profitable_short_3,True,20,"low, is_swing_low, hilbert_std_amplitude, trade_size_iqr, hour_sin, burstiness, is_swing_high, session_asia, max_drawdown, stop_hunt_up_score_z, heat_capacity, dist_to_resistance_5_bps, support_touches_20, market_pressure, dist_to_resistance_20_bps, monotonicity_score, vpin, total_energy, hilbert_mean_amplitude_z, fvg_bearish_count_10",0.12077743378052985,3672,540,AUC_dev,3
tgt_profitable_short_5,True,20,"low, trade_size_iqr, hilbert_std_amplitude, is_swing_low, stop_hunt_up_score_z, is_swing_high, max_drawdown, total_energy, monotonicity_score, market_pressure, dist_to_resistance_20_bps, dist_to_resistance_5_bps, heat_capacity, vpin, kinetic_energy, hurst_exponent, median_trade_size_z, market_temperature, avg_buy_size, max_drawup",0.10004698014398039,3672,540,AUC_dev,3
tgt_regime_change_10,True,20,"flash_event_pct, fractal_dimension, mi_side_return, equal_lows_20, heat_capacity, fractal_dimension_z, contrarian_ratio_z, post_shock_pause_ratio, wavelet_energy_s2_z, fvg_bearish_count_10, atr_5, post_shock_pause_ratio_z, hilbert_mean_amplitude_z, flash_event_count, ll_count_10, contrarian_ratio, gap_fill_rate_10, hilbert_std_amplitude, dist_to_resistance_20_bps, atr_percentile_20",0.02420503084954917,3672,540,AUC_dev,3
tgt_regime_change_5,True,20,"trade_rate_std_z, eigen_ratio_z, sunflower_score_z, trade_rate_std, market_temperature, roll_spread, vol_of_vol_z, post_shock_pause_ratio, vol_price_feedback_z, post_shock_pause_ratio_z, sweep_count_z, monotonicity_score, dow_sin, max_up_sweep_z, trade_time_entropy, taylor_rate_r2, cvd_range, kinetic_energy, post_shock_size_ratio, max_drawup",0.11657784011220196,3672,540,AUC_dev,3
tgt_relative_ret_1,False,5,"is_swing_low, is_swing_high, resistance_touches_20, dist_to_resistance_20_bps, support_touches_20",0.15588300507550623,3672,540,R2,3
tgt_relative_ret_3,False,3,"resistance_touches_20, dist_to_resistance_20_bps, support_touches_20",0.04401728206710476,3672,540,R2,3
tgt_relative_ret_5,False,4,"resistance_touches_20, dist_to_resistance_20_bps, support_touches_20, breakout_net_10",0.0468419733292218,3672,540,R2,3
tgt_ret_sign_1,True,20,"is_swing_low, is_swing_high, standing_wave_ratio_z, dist_to_support_5_bps, trade_pct_q1, dist_to_support_10_bps, gap_fill_rate_10_z, avg_buy_size_z, taylor_rate_a2, hilbert_mean_freq, fib_time_vol_surprise_z, size_imbalance, time_to_high_pct, wavelet_energy_s2_z, trade_size_iqr, eigen_ratio_z, ew_impulse_detected, auction_clearing_speed_z, ofi_shift, fib_wave_ratio_count_z",,3672,540,AUC_dev,3
tgt_ret_sign_10,True,11,"fib_time_vol_surprise_z, taylor_ofi_a3_z, vpin, taylor_price_ofi_alignment, carrying_capacity_ratio, liq_pool_above_10_z, monotonicity_score, max_down_sweep, taylor_ofi_r2, max_sell_run, gap_bps_z",,3672,540,AUC_dev,3
tgt_ret_sign_3,True,14,"price_clustering, taylor_dominant_order, fib_time_vol_surprise_z, max_up_sweep_z, dist_to_support_5_bps, atr_percentile_20, post_shock_pause_ratio, ew_correction_quality_z, hilbert_amp_freq_corr_z, lyapunov_exponent_z, atr_14_z, fvg_bullish_size_bps_z, heat_capacity, is_swing_low",,3672,540,AUC_dev,3
tgt_ret_sign_5,True,12,"first_half_return, ew_net_direction_z, stackelberg_buy_leader_z, ofi_persistence_z, avg_buy_size, zero_crossing_rate, contrarian_ratio_z, resistance_touches_10_z, market_pressure, outside_bar, arrival_time_kurtosis, graph_asymmetry",,3672,540,AUC_dev,3
tgt_tail_event_1,True,20,"trade_rate_std, market_temperature, trade_rate_std_z, cvd_range, wave_energy, roll_spread, max_down_sweep, burstiness, eigen_ratio_z, vol_price_feedback_z, total_energy, vol_of_vol_z, max_drawdown, sweep_count_z, sunflower_score_z, max_buy_run, trade_time_entropy, max_up_sweep_z, max_sell_run, taylor_rate_r2",0.1523109243697478,3672,540,AUC_dev,3
tgt_tail_event_3,True,20,"market_temperature, trade_rate_std, trade_rate_std_z, max_down_sweep, wave_energy, eigen_ratio_z, sweep_count_z, cvd_range, sunflower_score_z, roll_spread, vol_of_vol_z, path_length_over_range, max_up_sweep_z, max_sell_run, vol_price_feedback_z, trade_time_entropy, burstiness, total_energy, monotonicity_score, max_drawdown",0.17993363829650144,3672,540,AUC_dev,3
tgt_tail_event_5,True,20,"market_temperature, trade_rate_std, wave_energy, trade_rate_std_z, eigen_ratio_z, cvd_range, sunflower_score_z, max_down_sweep, roll_spread, sweep_count_z, path_length_over_range, monotonicity_score, vol_of_vol_z, max_sell_run, max_drawdown, max_up_sweep_z, total_energy, vol_price_feedback_z, burstiness, trade_time_entropy",0.19544643985453325,3672,540,AUC_dev,3
tgt_vol_expansion_10,True,20,"market_temperature, trade_rate_std, wave_energy, trade_rate_std_z, cvd_range, eigen_ratio_z, sunflower_score_z, roll_spread, max_down_sweep, sweep_count_z, total_energy, vol_of_vol_z, max_drawdown, burstiness, max_up_sweep_z, monotonicity_score, trade_time_entropy, vol_price_feedback_z, kinetic_energy, atr_change_pct_14",0.28016756635177686,3672,540,AUC_dev,3
tgt_vol_expansion_5,True,20,"market_temperature, trade_rate_std, trade_rate_std_z, wave_energy, eigen_ratio_z, sunflower_score_z, cvd_range, roll_spread, max_down_sweep, vol_of_vol_z, vol_price_feedback_z, sweep_count_z, burstiness, total_energy, monotonicity_score, trade_time_entropy, max_drawdown, kinetic_energy, max_up_sweep_z, atr_change_pct_14",0.20390519568151144,3672,540,AUC_dev,3
